geometry
"POLYGON Z ((74.71363903483088 31.63197992855392 0, 76.93730691965574 32.59622022996368 0, 76.94083984733611 32.58931396805025 0, 76.95157538956522 32.57849772792054 0, 76.9632503544829 32.56525102725232 0, 76.98678527879105 32.54868784062644 0, 77.01005509747169 32.5221078901023 0, 77.04052513998482 32.49493343896972 0, 77.08648517105274 32.44825239636643 0, 77.1154043599287 32.41691009615006 0, 77.11965986319964 32.41385201556455 0, 77.1366180283148 32.40154870036378 0, 77.14929399997985 32.38900957676561 0, 77.16767170593386 32.36777225490427 0, 77.18730346426435 32.34468710360601 0, 77.20738897709172 32.32186448498867 0, 77.21976805021195 32.2991968483454 0, 77.23881913064557 32.27570644072982 0, 77.25619648137807 32.24147372438455 0, 77.25953790503019 32.2312918690011 0, 77.2700995117295 32.21413784929041 0, 77.2805622613655 32.18714735519151 0, 77.29145411785042 32.17347390062357 0, 77.29469727562737 32.16000747037923 0, 77.30190255430645 32.14325156858411 0, 77.31397194184301 32.1301791092781 0, 77.32615973625397 32.11061286529449 0, 77.34023205630848 32.07694525199766 0, 77.3549455822264 32.0403127507078 0, 77.36243886234567 32.01714942390589 0, 77.37196653380386 31.99153152253077 0, 77.37394665245462 31.96776355228404 0, 77.38533246648318 31.92812376706683 0, 77.39665873205401 31.8950041006826 0, 77.40050861911847 31.87523464907358 0, 77.40432997748356 31.85873189929048 0, 77.41238260641748 31.84227428637259 0, 77.42087103353732 31.81607984392346 0, 77.42218660101409 31.78893388231646 0, 77.42816346197547 31.77185214555298 0, 77.43082062434866 31.75830257528403 0, 77.46164499308858 31.67886507604669 0, 77.47933570670504 31.59590539674797 0, 77.5166937993121 31.35422498421468 0, 77.66093897210772 30.86728729762643 0, 77.66884976435391 30.81714291149161 0, 77.67911485948815 30.60094368375038 0, 77.67946724560936 30.58748830654165 0, 77.64841369457315 30.53791991216733 0, 77.59446738532297 30.47857396518209 0, 77.53244044670528 30.36904124666021 0, 77.42495625510331 30.17382918479232 0, 77.27763205778751 29.89562559278585 0, 77.23390268822598 29.78574839947956 0, 77.20232146702993 29.72595181982226 0, 77.18662055689 29.70612871532089 0, 77.17498120874113 29.70638829304722 0, 77.15559594800824 29.70681388720386 0, 77.13621578622678 29.70723327701116 0, 77.11307187579662 29.72117589594195 0, 77.0938316105202 29.73838700632935 0, 77.02452036086505 29.79355425498255 0, 76.98603137916228 29.82452647617749 0, 76.95139624789502 29.84865650151252 0, 76.91278283949025 29.85607240691822 0, 76.72799816021943 29.93621467355593 0, 76.63212164660185 30.01454468074067 0, 76.62466690617359 30.0513848430131 0, 76.62476710630142 30.06473357511602 0, 76.6287269340418 30.07802168565279 0, 76.62883230739193 30.09136176740126 0, 76.58665934468806 30.12194300173987 0, 76.40246184942187 30.23080618881726 0, 76.1415806752742 30.3596258193045 0, 76.09562456736509 30.39651450422162 0, 76.08415785546924 30.40987774210419 0, 76.07273732295613 30.42986671854411 0, 76.04601577712562 30.4665410719892 0, 76.02695651842025 30.49983517856235 0, 75.99643202916624 30.54976338567054 0, 75.94280237869069 30.59979140640016 0, 75.73943646257213 30.74307904468139 0, 75.29303210925137 30.9653246492143 0, 75.27375133242803 30.97523268832681 0, 75.26603883410036 30.97853452960494 0, 75.25059308937855 31.00496857956141 0, 75.2467175765943 31.02479881250776 0, 75.24284730107024 31.03801758181037 0, 75.24283076732377 31.05454507206502 0, 75.23893124423363 31.0942065538709 0, 75.21568308400602 31.16029021300499 0, 75.20402577740164 31.20655418005945 0, 75.19237796510095 31.23959687025121 0, 75.176861579243 31.26932825542022 0, 75.16134789066818 31.29244707833517 0, 75.13032113038061 31.32546114295464 0, 75.04878782158906 31.40136061944812 0, 74.9399486855776 31.47386402444453 0, 74.7878790735977 31.58259885331097 0, 74.71363903483088 31.63197992855392 0))"
